"ID","Latitude","Longitude","Distance"
"045348","33.585451","-92.885387","0.0"
"045350","34.126675","-93.081685","0.0"
"045351","36.340052","-92.399288","0.0"
"045352","36.256287","-91.570278","0.0"
"045353","35.908133","-92.63861","0.0"
"045354","35.303785","-94.404954","0.0"
"045356","36.190371","-94.548736","0.0"
"045357","34.78589","-92.211443","0.0"
"045358","34.583619","-94.228577","0.0"
"045359","34.733689","-92.271232","0.0"
"045361","36.325799","-94.177186","0.0"
"045363","35.339387","-94.393375","0.0"
"045364","35.36828","-94.379819","0.0"
"045365","34.280362","-91.338682","0.0"
"045366","35.694942","-89.966819","0.0"
"045367","36.206122","-94.133042","0.0"
"045369","35.712672","-91.632313","0.0"
"045370","35.489542","-94.231497","0.0"
"045371","36.177197","-94.147642","0.0"
"045372","34.283656","-92.095346","0.0"
"045373","36.339467","-94.193899","0.0"
"045374","34.814642","-92.272919","0.0"
"045376","34.843457","-92.189356","0.0"
"045377","33.954994","-92.189045","0.0"
"045378","34.873977","-92.123314","0.0"
"045379","34.154692","-92.026166","0.0"
"045380","35.808387","-90.663616","0.0"
"045381","35.22187","-92.385048","0.0"
"045383","34.893841","-94.106344","0.0"
"045384","35.572044","-90.723338","0.0"
"045385","34.779487","-92.290854","0.0"
"045386","35.49403","-93.836103","0.0"
"045387","34.750326","-92.351206","0.0"
"045390","34.77135","-92.408423","0.0"
"045391","35.531267","-90.43642","0.0"
"045392","34.980538","-92.011313","0.0"
"045393","34.376702","-92.835325","0.0"
"045394","36.257389","-90.282745","0.0"
"045396","33.831807","-92.400852","0.0"
"045398","36.107461","-94.155267","0.0"
"045401","36.134184","-92.127991","0.0"
"045402","36.453479","-94.295092","0.0"
"045403","34.332341","-93.541585","0.0"
"045404","34.451426","-93.029989","0.0"
"045407","36.177765","-94.2019","0.0"
"045408","34.57685","-92.546971","0.0"
"045409","35.968524","-94.317806","0.0"
"045410","35.268683","-93.143666","0.0"
"045411","33.105335","-93.463793","0.0"
"045412","35.20001","-90.20962","0.0"
"045413","35.363037","-94.350619","0.0"
"045414","35.559509","-92.452122","0.0"
"045415","34.070428","-93.690613","0.0"
"045416","33.204984","-92.69018","0.0"
"045417","36.078083","-94.158059","0.0"
"045418","35.268216","-91.665626","0.0"
"045419","35.327222","-94.31326","0.0"
"045421","36.357065","-94.148747","0.0"
"045422","34.875573","-92.394954","0.0"
"045424","36.0687","-90.517418","0.0"
"045427","36.222192","-94.13971","0.0"
"045428","36.152058","-94.112913","0.0"
"045430","34.903503","-91.19736","0.0"
"045431","34.813646","-92.473887","0.0"
"045432","34.717617","-92.358338","0.0"
"045433","36.41998","-90.587373","0.0"
"045434","36.070569","-94.223505","0.0"
"045435","36.309962","-94.166196","0.0"
"045436","34.757912","-92.37367","0.0"
"045437","33.140777","-91.939002","0.0"
"045438","34.163909","-92.028643","0.0"
"045439","35.967555","-89.975817","0.0"
"045440","35.702432","-90.016822","0.0"
"045441","36.241339","-93.102574","0.0"
"045442","34.54633","-91.952964","0.0"
"045443","36.289776","-90.99069","0.0"
"045445","34.452868","-93.167374","0.0"
"045446","34.658209","-92.287073","0.0"
"045447","35.298964","-94.014219","0.0"
"045448","35.034915","-93.228435","0.0"
"045449","34.774269","-90.778151","0.0"
"045450","34.752359","-92.3384","0.0"
"045451","36.231579","-92.687947","0.0"
"045452","36.07313","-90.967289","0.0"
"045453","35.018564","-92.072304","0.0"
"045454","35.052272","-93.397626","0.0"
"045455","34.776795","-92.45083","0.0"
"045456","35.181209","-94.206011","0.0"
"045457","34.634365","-92.482987","0.0"
"045458","34.760052","-92.37347","0.0"
"045459","34.377246","-92.81459","0.0"
"045460","34.707746","-92.409951","0.0"
"045462","34.779402","-92.295187","0.0"
"045463","34.553031","-93.012272","0.0"
"045464","34.59471","-92.535294","0.0"
"045465","36.359851","-94.307771","0.0"
"045466","34.739231","-92.360343","0.0"
"045467","35.105306","-92.354915","0.0"
"04A158","35.779505","-90.686761","0.0"
"04A293","34.523657","-92.650192","0.0"
"04E090","36.00879","-93.186332","0.0"
"055001","34.037549","-117.203567","0.0"
"055002","34.283235","-118.392955","0.0"
"055003","40.798802","-124.15192","0.0"
"055008","32.852489","-116.975508","0.0"
"055011","37.651462","-120.969591","0.0"
"055013","34.186753","-118.544364","0.0"
"055014","38.257588","-122.048737","0.0"
"055016","34.09746","-117.733856","0.0"
"055017","36.985245","-121.984935","0.0"
"055022","34.180491","-118.938089","0.0"
"055028","37.062586","-120.860756","0.0"
"055032","33.840691","-118.357618","0.0"
"055034","34.15633","-118.63489","0.0"
"055036","34.022793","-118.265986","0.0"
"055039","37.966882","-121.30386","0.0"
"055041","33.806624","-118.19407","0.0"
"055042","33.928276","-117.440025","0.0"
"055045","33.967013","-118.115053","0.0"
"055047","37.122873","-120.272543","0.0"
"055049","37.932839","-122.063302","0.0"
"055052","33.931525","-118.204293","0.0"
"055056","34.104522","-118.0906","0.0"
"055060","34.040316","-118.464286","0.0"
"055064","32.799825","-116.93197","0.0"
"055067","33.126032","-117.07387","0.0"
"055070","33.738967","-118.307841","0.0"
"055072","33.901378","-118.295111","0.0"
"055074","32.694466","-117.167329","0.0"
"055076","34.523488","-117.295718","0.0"
"055077","33.78825","-118.147583","0.0"
"055078","32.775577","-117.029933","0.0"
"055079","35.26558","-120.63858","0.0"
"055084","37.737325","-120.948268","0.0"
"055085","37.860701","-122.128109","0.0"
"055092","39.146287","-121.619114","0.0"
"055093","37.944237","-122.535485","0.0"
"055099","37.956808","-122.340722","0.0"
"055104","34.061103","-118.036351","0.0"
"055105","34.094824","-118.112484","0.0"
"055107","37.725434","-122.147508","0.0"
"055109","36.964855","-121.979992","0.0"
"055111","34.094926","-118.30509","0.0"
"055114","32.77501","-117.028605","0.0"
"055115","34.04034","-118.21997","0.0"
"055116","37.589491","-122.501134","0.0"
"055119","34.05251","-118.37305","0.0"
"055121","33.628167","-117.928527","0.0"
"055123","33.8166","-118.215128","0.0"
"055126","34.028522","-117.740738","0.0"
"055129","34.035809","-117.314323","0.0"
"055135","34.205201","-118.223818","0.0"
"055136","34.027678","-118.4849","0.0"
"055139","34.141984","-117.977546","0.0"
"055141","34.074625","-118.015541","0.0"
"055142","34.271561","-118.524994","0.0"
"055146","34.257354","-118.299912","0.0"
"055147","36.960866","-120.050314","0.0"
"055150","37.967602","-122.006057","0.0"
"055153","34.017209","-118.109681","0.0"
"055155","34.027195","-118.484049","0.0"
"055156","37.811864","-122.260323","0.0"
"055157","34.08928","-118.28709","0.0"
"055160","34.05161","-118.36807","0.0"
"055161","34.085645","-118.2826","0.0"
"055162","34.06675","-118.122555","0.0"
"055163","34.09805","-118.20586","0.0"
"055167","34.00383","-118.29306","0.0"
"055168","33.970067","-118.060053","0.0"
"055169","37.72826","-122.429952","0.0"
"055170","33.998247","-118.082782","0.0"
"055173","38.679288","-121.168261","0.0"
"055175","37.758987","-122.463984","0.0"
"055181","34.045844","-118.093127","0.0"
"055182","32.745956","-117.017014","0.0"
"055183","34.047272","-117.253048","0.0"
"055185","37.66759","-121.013009","0.0"
"055187","34.068676","-117.960084","0.0"
